761455197684133888	NEGATIF
752151898845802497	NEGATIF
749854859734740992	NEGATIF
751046704405835776	NEGATIF
752254458906763265	NEGATIF
751437611756036096	INCONNU
750308581594034177	NEGATIF
737585569841053696	NEGATIF
749909262864879616	NEGATIF
751471764597768192	NEGATIF
729705944419057664	NEGATIF
745695232126226432	NEGATIF
752253328004943872	NEGATIF
750024882189139968	NEGATIF
701154561881456644	NEGATIF
750103682897813504	NEGATIF
750571611493953541	INCONNU
752223828772790273	NEGATIF
750412155275579392	NEGATIF
751415970904809472	INCONNU
750746074701176832	NEGATIF
750379959542308864	INCONNU
750873428782096389	NEGATIF
752182282631405568	INCONNU
735531729440649216	INCONNU
750019318155476992	NEGATIF
751733137588293632	NEGATIF
750387398408798208	INCONNU
750977792540610560	NEGATIF
751376603331104768	NEGATIF
752066899211583488	INCONNU
751382932443504641	INCONNU
751141107275337732	NEGATIF
752250428864270336	NEGATIF
750248941191659520	NEGATIF
751461019889831937	NEGATIF
751053314230513664	NEGATIF
733394934234001409	NEGATIF
751421859825086464	NEGATIF
752138075170635777	NEGATIF
752061727714447360	NEGATIF
750762273229119488	NEGATIF
749953765692805121	NEGATIF
752125545404592128	INCONNU
752182984149704704	NEGATIF
750451252182548482	NEGATIF
751505287455080448	NEGATIF
750267256668557312	NEGATIF
746980603350949889	NEGATIF
750973948800688128	NEGATIF
703141257711726592	NEGATIF
752118340047532032	INCONNU
750453164793536516	NEGATIF
752237711751311360	NEGATIF
750927538571120641	NEGATIF
752032016489668612	INCONNU
750663858071674880	NEGATIF
730370649919782912	NEGATIF
751534364660473856	NEGATIF
751370888453427200	NEGATIF
785529854439612416	NEGATIF
751248169741189121	NEGATIF
752078943365304320	NEGATIF
733707919636738048	NEGATIF
728258846171533312	INCONNU
750378360967139328	NEGATIF
751489326710661120	NEGATIF
750652495685353472	NEGATIF
750569010375319552	INCONNU
751330213536104448	NEGATIF
751202808930729986	INCONNU
751302342205669376	NEGATIF
751855944909324288	INCONNU
779355110996672512	INCONNU
751140337586962432	NEGATIF
750764247022444544	NEGATIF
749859291675385856	NEGATIF
750727943673024512	NEGATIF
751014008237547521	NEGATIF
750019455644753921	NEGATIF
758999120203816961	NEGATIF
749966081574465536	NEGATIF
750244872255369216	NEGATIF
736618361849847808	NEGATIF
717025325213958144	NEGATIF
749761378286768128	NEGATIF
749991294924193793	NEGATIF
745719189252546560	NEGATIF
751199665148788736	INCONNU
750045644576915456	NEGATIF
750066179117572096	NEGATIF
751299517778128896	NEGATIF
714881342601891840	NEGATIF
739862142841671681	NEGATIF
750318739007139840	NEGATIF
751377195344560128	NEGATIF
750697675650105345	NEGATIF
752113493957079040	INCONNU
749601103633874946	NEGATIF
752136733047808000	NEGATIF
751266711941181445	NEGATIF
750417253145935872	NEGATIF
752167330231230464	NEGATIF
715614443007250432	NEGATIF
749968086325927936	NEGATIF
718798113008390144	NEGATIF
752165664358621184	NEGATIF
751748066542231552	NEGATIF
749906196379951104	NEGATIF
750201325900689408	NEGATIF
749907354750160896	INCONNU
783398158386728960	INCONNU
749829155261386752	NEGATIF
750416595953016832	INCONNU
750039720189648896	INCONNU
750768458309271552	NEGATIF
751290161707769856	INCONNU
722142304224600064	NEGATIF
750267199332290562	NEGATIF
750216529904603136	NEGATIF
751143314330624001	INCONNU
751314286169956352	NEGATIF
752260764963074048	NEGATIF
750779802257330176	NEGATIF
764105917860282370	NEGATIF
751152061899759616	NEGATIF
752255945992970240	INCONNU
773758251951349760	NEGATIF
750683729106984960	NEGATIF
751039085033230337	NEGATIF
757335473157246977	NEGATIF
750691989000220672	NEGATIF
749998019890872321	NEGATIF
751405720072060928	NEGATIF
750585302297800704	NEGATIF
750943070187819008	NEGATIF
750495317183696896	NEGATIF
723501887597776896	NEGATIF
752233684011540481	NEGATIF
751150441803685889	NEGATIF
750000861552730113	NEGATIF
750769611612778496	NEGATIF
752133589446299648	NEGATIF
750357423601356801	INCONNU
749631291264495616	NEGATIF
750651590806241280	NEGATIF
750691874030120960	NEGATIF
751279835633242112	NEGATIF
750338358254198784	NEGATIF
751262675062050817	NEGATIF
750654212153995264	NEGATIF
749978273338253313	NEGATIF
768039401138126848	NEGATIF
751423504734707712	NEGATIF
750102971552296960	INCONNU
717393280095363072	NEGATIF
751153886644281344	NEGATIF
751176722071031809	NEGATIF
750620982474317824	NEGATIF
750619858375770112	NEGATIF
750430284387127296	INCONNU
751186459214901253	NEGATIF
749880408393838592	NEGATIF
752255368168955904	NEGATIF
769259379271016449	NEGATIF
752257657633959936	NEGATIF
751162755701497856	NEGATIF
751008359785136128	INCONNU
751355693572231169	INCONNU
750600185114398720	NEGATIF
750589289646452736	NEGATIF
787301829390561280	NEGATIF
750605582667841536	NEGATIF
749755240027742208	NEGATIF
751908891831701504	NEGATIF
751171536082571265	NEGATIF
751858699346534400	INCONNU
729701385831321600	NEGATIF
717712793248641024	NEGATIF
725248252065517568	NEGATIF
750826476837150721	NEGATIF
751168131935207425	NEGATIF
749970949362122752	INCONNU
752147252475531265	NEGATIF
750728998892740608	NEGATIF
749952719696326656	NEGATIF
750625658775150592	NEGATIF
764025609492140032	INCONNU
750760040571760640	NEGATIF
761914639013834752	NEGATIF
752160254151028738	NEGATIF
749932530548281345	INCONNU
749844850674020352	NEGATIF
750273963901739008	NEGATIF
750945005779480576	NEGATIF
751532212605054978	NEGATIF
750833390602051584	NEGATIF
735417222974345216	INCONNU
735397197345349632	NEGATIF
756913058849710080	NEGATIF
776243478397202432	INCONNU
751472159130869760	INCONNU
750479590188019712	NEGATIF
750313755859415040	NEGATIF
751475497809354752	NEGATIF
751188314993070081	NEGATIF
750639445376954368	NEGATIF
752227328697204736	NEGATIF
785855725906132992	NEGATIF
751184433642872832	NEGATIF
750721053568167936	NEGATIF
750358777241763840	NEGATIF
752176277650636800	NEGATIF
750609793790971904	NEGATIF
751335416654159872	INCONNU
750807243151507456	NEGATIF
751907759591940096	INCONNU
750735671069962240	NEGATIF
749916687269494784	INCONNU
750611129810968576	NEGATIF
752193210219319297	NEGATIF
750998505712418816	NEGATIF
750766715634671616	NEGATIF
750831273971712000	NEGATIF
750644628572008448	NEGATIF
749725435991302144	NEGATIF
750797305327001600	NEGATIF
750352333662482433	NEGATIF
751334309106245632	INCONNU
749757035495952388	NEGATIF
749716106013732864	NEGATIF
739717518797967360	NEGATIF
750217092230582272	INCONNU
783413977845989376	NEGATIF
790643593438461952	NEGATIF
751325795558326272	INCONNU
751506026336292864	NEGATIF
751059640109174784	NEGATIF
786072204098334721	NEGATIF
749960394270248961	NEGATIF
752050083424833537	NEGATIF
751094412344750080	NEGATIF
750928646123188224	NEGATIF
749977845640945664	NEGATIF
750321672809488384	INCONNU
750773250469326848	NEGATIF
716675609393541120	NEGATIF
751292287368454144	NEGATIF
752255327928741888	NEGATIF
750636216572321792	NEGATIF
752259556542218242	NEGATIF
750415429961678848	NEGATIF
750369115366363136	NEGATIF
714707265606053888	NEGATIF
740204751032311808	NEGATIF
751105938023714816	NEGATIF
750717152219504640	INCONNU
750424668054650880	NEGATIF
750077981201141760	NEGATIF
751512758135513088	NEGATIF
751525017536630785	NEGATIF
785035827055321088	NEGATIF
740594701238173696	NEGATIF
750796172160274432	NEGATIF
751081134331719680	NEGATIF
750226683131748352	INCONNU
763331206259863552	NEGATIF
750632415937302528	NEGATIF
751360449690669056	NEGATIF
751398407445573632	NEGATIF
728990551954075648	NEGATIF
752252355563888640	NEGATIF
772120416508936193	NEGATIF
750318553623134212	NEGATIF
750017334207713280	NEGATIF
744650100069249026	INCONNU
720571065047584769	NEGATIF
750662929394139136	NEGATIF
749896234563936256	NEGATIF
750243368840617984	NEGATIF
751071741347258369	NEGATIF
750707992882970625	NEGATIF
746097065130868736	NEGATIF
700956838913703936	NEGATIF
743699050394845184	NEGATIF
750034278780657665	NEGATIF
749901536185188352	NEGATIF
724976348033388544	NEGATIF
749751949873012737	NEGATIF
772677373330354176	NEGATIF
788334700737822720	NEGATIF
750454776777871360	NEGATIF
755880447490531330	INCONNU
750303069414449152	NEGATIF
750618342713503745	NEGATIF
750066472043577346	NEGATIF
750254397712728064	NEGATIF
779039632080113664	NEGATIF
751255621291368448	NEGATIF
749648774205739008	NEGATIF
788695394624663552	NEGATIF
749859270397657088	NEGATIF
750552123037913088	NEGATIF
751033931445727232	INCONNU
751099341083901952	NEGATIF
750804513993420800	NEGATIF
747527240129273857	INCONNU
749997077405560832	NEGATIF
791061846837104640	NEGATIF
750657327519367169	NEGATIF
750403711176933376	NEGATIF
751416139880787968	NEGATIF
740053199894282240	NEGATIF
703168247479185408	NEGATIF
749989295109337088	NEGATIF
